>AA|ECRITURE IMMO|19 430 336 301,00|19 430 336 301,00
64751200|Pharmacie : NDF|1 087,50|0,00
64811010|F.P.REPAAIN-NDF|54 202,50|0,00
64811110|F.P.HOTEAIN-NDF|22 111,00|0,00
64813010|F.P.REPASTA-NDF|141 805,00|0,00
64813110|F.P.HOTESTA-NDF|125 360,50|0,00
64813210|F.P.ETAPSTA-NDF|11 150,00|0,00
64814010|F.P.FRAISDV-NDF|3 404,00|0,00
64814610|I.K. Animateur : NDF|169 925,00|0,00
64814620|F.P.DEPLAIN-NDF|2 585,00|0,00
64814810|I.K. Stagiaire : NDF|545 200,00|0,00
64814820|F.P.DEPLSTA-NDF|85 956,00|0,00
64871100|Oeuvre Sociale : NDF|303 753,50|0,00
>OC|ECRITURES CLOTURE|25 075 444 300,50|25 075 444 300,50
44521000|TVA due intraco|0,00|1 955 630,00
44551000|TVA à décaisser|2 251 294 303,50|12 919 961 107,00
44562000|TVA s/enc. s/Immo 19|90 687 631,50|335 895 253,00
44562002|TVA s/enc.s/Immo 20%|21 023 723,00|1 011 861 007,50
44562005|TVA s/immo. 5,50%|1 657,00|1 657,00
44562010|TVA dbt s/immo. 10%|0,00|2 600,00
44562015|TVA s/enc.s/Immo 5.5|0,00|1 657,00
44562020|TVA s/immo.19,60%|335 895 253,00|347 069 444,00
44562022|TVA DEBITs/immo.20%|1 011 861 007,50|1 061 607 617,50
44566002|TVA Biens/Serv.(2,10|0,00|36 277,50
44566005|TVA Biens/Serv.(5,50|198 985,00|1 078 582,50
44566007|TVA Biens/Serv.(7%)|753 333,50|948 531,50
44566010|TVA Biens/Serv.(10%)|3 480 889,50|5 400 725,00
44566019|TVA Biens/Serv.(19,6|155 392 674,50|199 695 420,50
44566020|TVA DED DEBIT B&S20%|658 225 027,00|765 409 131,50
44566080|TVA  GAZOLE 80%.|0,00|1 184 484,50
44566082|TVA  20%GAZOLE 80%.|0,00|2 751 997,00
44566100|TVA S/enc. 19,60%.|8 119 639,00|154 946 271,00
44566105|TVA S/enc. 5.50%.|4 378,50|198 985,00
44566107|TVA S/enc. 7%.|204 424,00|751 706,00
44566110|TVA S/enc. 10%|600 403,00|3 480 889,50
44566120|TVA S/ENC. B & S 20%|15 862 705,00|658 260 032,00
44571000|TVA COLLECT.intra|1 955 630,00|0,00
44571002|TVA collect. 7,00 %|194 905,00|194 905,00
44571003|TVA coll.débit 10%|354 405,50|354 405,50
44571018|TVA coll.19,60 Péag.|837 383 271,50|829 839 015,50
44571019|TVA coll.19,60|128 448 454,50|127 403 512,50
44571022|TVA coll.s/enc. 7,00|194 905,00|21 420,00
44571023|TVA coll.s/enc. 10 %|354 405,50|15 437,50
44571028|TVA coll.s/enc 19,60|215 187 499,50|1 963 235,00
44571029|TVA coll.s/enc. 19,6|127 403 512,50|1 452 466,00
44571100|TVA coll.s/enc TISPL|614 026 295,50|237 602 557,50
44571120|TVA coll.dbt 20%Péag|12 291 980 977,00|5 753 830 194,00
44571121|TVA coll. débit 20%|275 380 974,00|275 143 474,00
44571130|TVA coll.s/enc 20%|2 965 853 988,50|352 094 596,00
44571131|TVA coll.s/enc. 20%|275 143 474,00|23 030 075,50
44571132|TVA c.s/encTISPL 20%|2 787 975 568,00|0,00
>OS|ACCIDENT|564 525 719,00|564 525 719,00
47511100|Divers assurance|562 322 396,00|1 597 081,50
75821000|Rbts./ Sinistres|2 203 323,00|344 706 476,00
75821200|Rbt/Sinist.Rép°&glis|0,00|159 028 405,50
75821300|Rbt Sinist.Perte Rec|0,00|26 851 436,50
75821400|Rembt sinistres TVX|0,00|32 342 319,50
>PA|ECRITURE DE PAIE|27 817 641 003,00|27 817 641 003,00
42111000|Rémunérations dues|0,00|2 575 838 462,00
42525100|Indemnités IJSS|51 363 458,00|129 484,00
42525200|Acomptes sur salaire|0,00|36 197 320,50
42525300|Salaires débiteurs|469 286,00|259 480,00
42525400|Prêts au personnel|0,00|911 200,00
42525500|Avance permanente|612 500,00|217 150,00
42527000|Saisies /oppositions|9 442,50|4 752 162,50
42599999|Cpte transitoire HR|15 623 960 175,00|15 623 960 175,00
42611000|Plan d'Epargne|0,00|129 778 027,00
42820000|Prov.repos comp.|0,00|97 448 886,50
42821000|Prov.Congés payés|0,00|3 989 551 048,00
42823000|Prov.CET|0,00|571 322 248,50
42841000|Prov.participat.Sal.|101 024 777,50|219 086,50
42842000|Intéressement .Sal.|15 740 365,00|25 674,00
43111000|URSSAF (Sté.Sle.)|0,00|1 442 574 245,00
43711000|REUNICA|0,00|391 083 352,50
43731000|PREVOYANCE COURCELLE|0,00|166 423 479,50
43732000|MUTEX|0,00|33 660,50
43751000|ASSEDIC|0,00|208 676 610,50
43773000|Cotisation-FT SOCIAL|0,00|33 987 976,00
43781000|ANCV Chèq.Vacances|0,00|25 869 900,00
43783000|CESU|1 700,00|3 061 550,00
43820000|Charges Sles.s/R.P..|0,00|45 800 974,50
43821000|Charges Sles.s/C.P.|0,00|1 875 089 035,00
43823000|Charges Sles.s/CET|0,00|272 551 850,00
43824000|Charges Sles.s/Cats|0,00|24 340 752,50
43861000|Ch.à Pay.Taxe Appr.|0,00|24 878 163,00
43862000|Ch.à Pay.Format.Prof|0,00|51 032 047,50
43863000|Ch.à Pay.Eff.Constr.|0,00|14 352 787,00
46709400|UNEDIC - CATS|0,00|47 776 535,50
60685000|Téléphone fix. Mobil|4 116,00|0,00
63121000|Taxe d'apprentissage|24 878 163,00|0,00
63131000|Taxe format.profess.|51 050 650,00|0,00
63311000|Taxe transp.commun|46 873 269,00|0,00
63341000|Participat.construct|14 352 787,00|0,00
63381000|Forfait Social|11 238,50|11 238,50
64100000|SALAIRE DE BASE|2 339 773 407,00|4 531 146,50
64101000|INDEMN. FORF.|8 839 309,50|9 568,50
64102000|FORFAIT MAJORATION|89 202 185,00|8 171,00
64108000|HEURES 1er MAI|2 167 963,50|6 781,50
64110000|HEURES D'INTERVENTIO|47 048,50|2 575 761,00
64111000|HEURES D'ASTREINTE|87 125 911,50|146 811,50
64113000|INDEM REPOS COMP.|753 447,50|0,00
64114000|PROV. REPOS COMP.|97 480 985,00|32 098,50
64115000|INDEMNITE JRTT|1 865 249,00|4 321,50
64116000|INDEMN. CET|2 920 299,50|94 899,00
64117000|ABSENCE AUTORISEE|3 799 093,00|2 978 621,00
64118000|PRIME D'ANCIENNETE|186 476 433,00|77 683,50
64119000|HEURES COMPL.|12 276 100,50|87 489,50
64124000|HEURES SUPP A 125%|7 510 758,00|60 089,00
64125000|HEURES SUPP A 150%|1 013 046,50|3 487,00
64128000|MAJORATION DE POSTES|30 692 997,00|145 171,00
64129000|ABSENCE MALADIE|390 349,00|71 449 191,50
64132000|PRIME EXCEPT.|5 392 885,50|15 750,00
64132100|PRIME ANNUELLE|1 015 000,00|0,00
64132200|PRIME PARTAGE PROFIT|33 757,50|33 757,50
64133000|PRIME S/OBJECTIF|107 450 475,50|131 569,50
64134000|13ème mois|183 235 084,00|768 800,00
64135000|PRIMES VACANCES|48 600 901,00|109 757,50
64136000|CONGES PAYES|48 557 178,50|32 035,00
64137000|PROVISION CP|3 994 869 603,00|5 318 555,00
64138000|INDEMN. FIN CONTRAT|3 780 322,00|411,00
64139000|DIVERS BRUT|98 243,00|428 085,50
64141000|INDEM. DEP. RETRAITE|22 314 047,00|0,00
64142000|PROVISION CET|571 602 740,00|280 491,50
64143000|PRIME MOBILITE NETTE|1 050 130,00|0,00
64145000|PROV/MOBILITE|3,50|3,50
64146000|PRIMES DE PANIER|13 083 372,00|6 615,50
64147000|ABONDEMENT PEE cash|221 980,00|221 980,00
64148000|INDEMN LICENCIEMENT|138 295 830,50|0,00
64148200|Indemnités Cats|47 776 535,50|0,00
64149000|INDEMNITES TRANSPORT|209 520,00|0,00
64160000|AVANTAGES EN NATURE|33 026 001,00|33 347,50
64170000|AVANTAGES EN NATURE|33 347,50|33 026 001,00
64500000|Charges URSSAF|922 056 936,00|1 592 456,00
64510000|Charges ASSEDIC|134 295 455,00|228 670,00
64515000|FORFAIT SOCIAL 20%|25 324 156,50|14 741,50
64515100|FORFAIT SOCIAL 8 %|8 682 468,00|3 907,00
64520000|Charges CRICA|79 350 832,00|237 005,00
64530000|Charges MUTEX|116 388 397,50|572 431,50
64540000|Charges ANEP|172 060 179,50|322 704,00
64570000|Ch.Sles./ prov.CET|272 683 681,50|131 831,50
64580000|Charges prov RC|45 816 060,50|15 086,00
64587000|Chgs Sociales Cats|24 340 752,50|0,00
64590000|Charges prov. CP|1 877 588 760,00|2 499 725,00
64711000|Abondement|110 290 906,00|39 679,00
64731000|REMBOURST FS TRANSPT|1 148 258,50|215 801,00
64822000|Tickets restaurant|72 177,00|28 115 437,00
64824000|ANCV- Part patronale|1 342 687,50|12 687,50
64999999|TRANSITOIRE URSSAF|2 865 827,50|2 865 827,50
>PE|PRELEVEMENT CLIENT|11 733 565 200,50|11 733 565 200,50
41111000|Clients Abonnés|9 748 960,00|5 803 294 813,00
41111100|Clients  TIS-PL|0,00|574 627 280,50
41115000|Clients Autres|0,00|83 274 135,50
41911000|Dépts.Garant.Abonnés|7 994 442,00|7 994 442,00
46702599|Cartes accréditeurs|0,00|5 246 731 719,50
51130601|Pr.émis.-S.G. CIA|11 715 821 798,50|17 642 810,00
>PI|RECETTE PAIEM IMMEDI|38 377 588 736,50|38 377 588 736,50
41111000|Clients Abonnés|0,00|898 695,00
44571018|TVA coll.19,60 Péag.|7 281 284,00|15 194 529,50
44571120|TVA coll.dbt 20%Péag|128 002 797,50|5 845 763 356,00
44587000|TVA/Fact.à établir|58 850 601,50|58 850 601,50
46702666|SCA PARTAGES|6 202 364,00|75 833 340,50
46702777|Clients Partages|420 965 937,00|1 030 081,00
46871000|Produits à recevoir|407 261 209,50|407 261 209,50
50311400|Actions-Titres - CCP|8 755,00|0,00
51110610|V.E.-Sté.Gén. A86|180 820 614,50|8 402 955,00
51110611|V.E.-Sté.Gén.Alençon|49 093 377,50|0,00
51110612|V.E.-Sté.Gén.Rennes|364 462 946,50|10 853 855,00
51110613|V.E.-Sté.Gén.Angers|55 546 495,00|0,00
51110621|V.E.-Sté.Gén.Bourges|418 625 253,00|0,00
51110630|V.E.-Sté.Gén.Chartre|132 563 557,50|0,00
51110670|V.E.-Sté.Gén.Le Mans|255 183 727,00|1 736 035,00
51110675|V.E.-Sté.Gén.Nantes|356 695 107,00|15 390,00
51110680|V.E.-Sté.Gén.Orléans|2 025 054 158,50|0,00
51110682|V.E.-Sté.Gén.Poitier|274 062 496,50|0,00
51110690|V.E.-Sté.Gén.Tours|2 147 655 052,50|0,00
51115612|A/V.dev.Sté.Gl.Renne|82 260,00|1 250,00
51115613|A/V.dev.Sté.Gl.Ange.|4 000,00|0,00
51115621|A/V.dev.Sté.Gl.Bour.|70 259,00|0,00
51115630|A/V.dev.Sté.Gl.Char.|12 200,00|250,00
51115670|A/V.dev.Sté.Gl.Mans|47 328,00|0,00
51115675|A/V.dev.Sté.Gl.Nant.|32 000,00|6 250,00
51115680|A/V.dev.Sté.Gl.Orl.|313 786,00|39 850,00
51115682|A/V.dev.S.G.Poitiers|11 000,00|0,00
51115690|A/V.dev.Sté.Gl.Tours|396 943,50|0,00
51120610|R.C.-Sté.Gén. A86|353 415,00|0,00
51120612|R.C.-Sté.Gén.Rennes|4 733 064,50|0,00
51120613|R.C.-Sté.Gén.Angers|210 840,00|0,00
51120621|R.C.-Sté.Gén.Bourg.|2 531 617,00|0,00
51120630|R.C.-Sté.Gén.Chartr.|885 150,00|0,00
51120670|R.C.-Sté.Gén.LeMans|1 651 798,00|28 330,00
51120675|R.C.-Sté.Gén.Nantes|2 355 920,00|0,00
51120680|R.C.-Sté.Gén.Orléans|14 988 226,00|0,00
51120682|R.C.-Sté.Gén.Poitier|799 440,00|0,00
51120690|R.C.-Sté.Gén.Tours|8 902 491,00|0,00
51135400|Cartes Crédit Mutuel|0,00|9 587 396,00
53511000|Recettes en coffre|441 644 808,00|441 816 373,00
53600100|Recettes CB CM|28 368 207 451,00|385 363 180,00
53600200|Recettes CB BNP|953 110 900,00|170,00
58010100|Sortie FDR VILLEFRAN|0,00|5 934 495,00
58010110|Sortie FDR CHEMERY|0,00|2 151 795,00
58010130|Sortie FDR ST ROMAIN|0,00|3 485 965,00
58010140|Sortie FDR BLERE|0,00|4 140 765,00
58010150|Sortie FDR ESVRES|13 965,00|3 856 600,00
58010160|Sortie FDR VEIGNE|0,00|28 527 170,00
58010500|Sortie FDR ORLEANS C|0,00|24 319 195,00
58010520|Sortie FDR OLIVET|0,00|18 565 835,00
58010530|Sortie FDR LAMOTTE|0,00|6 893 165,00
58010540|Sortie FDR SALBRIS|0,00|4 794 535,00
58010550|Sortie FDR VIERZON N|0,00|34 937 095,00
58010560|Sortie FDR VIERZON E|0,00|4 939 855,00
58010570|Sortie FDR BOURGES O|0,00|17 363 155,00
58011310|Sortie FDR MARESCHE|31 415,00|2 387 880,00
58011330|Sortie FDR ROUESSE|32 080,00|1 591 385,00
58011420|Sortie FDR ALENCON N|0,00|7 049 150,00
58011430|Sortie FDR ALENCON S|0,00|5 112 160,00
58011510|Sortie FDR AUVOURS|20 175,00|14 152 185,00
58011530|Sortie FDR PARIGNE|35 780,00|2 693 990,00
58011680|Sortie FDR ECOMMOY|0,00|3 024 785,00
58011690|Sortie FDR MONTABON|27 620,00|2 149 315,00
58011770|Sortie FDR ST CHRIST|0,00|26 968 205,00
58011980|Sortie FDR DOURDAN S|0,00|9 821 830,00
58011990|Sortie FDR DOURDAN E|0,00|9 056 535,00
58012700|Sortie FDR ANCENIS B|0,00|61 414 105,00
58012710|Sortie FDR ANCENIS N|0,00|9 328 635,00
58012720|Sortie FDR ANCENIS S|0,00|10 711 250,00
58012730|Sortie FDR VIEILLEVI|0,00|3 852 405,00
58012740|Sortie FDR ST GERMAI|0,00|507 730,00
58012800|Sortie FDR ST JEAN|0,00|424 960,00
58013020|Sortie FDR ALLAINVIL|0,00|15 086 295,00
58013040|Sortie FDR ALLAINES|0,00|14 762 155,00
58013060|Sortie FDR ARTENAY|0,00|17 406 215,00
58013080|Sortie FDR ORLEANS N|0,00|27 665 005,00
58013120|Sortie FDR MEUNG|241 485,00|9 466 305,00
58013140|Sortie FDR MER|0,00|7 400 775,00
58013160|Sortie FDR BLOIS|0,00|24 418 640,00
58013180|Sortie FDR AMBOISE|0,00|8 061 375,00
58013200|Sortie FDR MONNAIE|0,00|108 441 705,00
58014780|Sortie FDR NEUILLE|11 310,00|423 190,00
58014840|Sortie FDR MONTS SOR|0,00|4 456 235,00
58014850|Sortie FDR LA THIBAU|0,00|11 713 895,00
58014860|Sortie FDR TOURS NOR|132 345,00|10 287 695,00
58014900|Sortie FDR CHAMBRAY|0,00|12 140 415,00
58015220|Sortie FDR SORIGNY|0,00|85 011 445,00
58015240|Sortie FDR ST MAURE|0,00|6 876 945,00
58015260|Sortie FDR CHATEL N|0,00|9 776 540,00
58015280|Sortie FDR CHATEL S|0,00|5 954 645,00
58015290|Sortie FDR FUTUROSCO|0,00|8 727 025,00
58015300|Sortie FDR POITIERSN|0,00|15 611 610,00
58015320|Sortie FDR POITIERSS|0,00|28 243 565,00
58016010|Sortie FDR ST ARNOUL|0,00|192 185 025,00
58016030|Sortie FDR ABLIS|0,00|16 941 945,00
58016050|Sortie FDR CHARTRE N|0,00|16 977 795,00
58016070|Sortie FDR THIVARS N|0,00|6 413 740,00
58016090|Sortie FDR LUIGNY|0,00|6 212 215,00
58016100|Sortie FDR CHARTRE S|0,00|3 187 790,00
58016110|Sortie FDR LA FERTE|0,00|8 579 930,00
58016140|Sortie FDR THIVARS S|0,00|3 623 430,00
58016150|Sortie FDR LE MANS N|106 095,00|18 318 505,00
58016170|Sortie FDR LE MANS O|0,00|8 539 045,00
58017110|Sortie FDR RUEIL|1 104 470,00|25 712 240,00
58017120|Sortie FDR VAUCRESSO|1 016 975,00|23 090 475,00
58017130|Sortie FDR PT COLBER|892 845,00|19 434 160,00
58018190|Sortie FDR JOUE|0,00|2 650 655,00
58018210|Sortie FDR VAIGES|0,00|2 806 530,00
58018230|Sortie FDR LAVAL EST|0,00|6 596 895,00
58018250|Sortie FDR LAVAL OUE|0,00|4 959 465,00
58018270|Sortie FDR LA GRAVEL|0,00|41 009 605,00
58019580|Sortie FDR BEAUFORT|0,00|1 492 865,00
58019590|Sortie FDR LONGUE|0,00|1 513 025,00
58019600|Sortie FDR VIVY|0,00|8 937 610,00
58019670|Sortie FDR BOURGUEIL|0,00|2 739 265,00
58019680|Sortie FDR RESTIGNE|0,00|18 731 380,00
65811300|Ecart perte CCI|0,00|82 640,00
66611100|Perte Chang./Péages|188,50|0,00
70611000|Péages Recet.collect|372 498 523,00|4 603 939 682,00
70611100|Péages Recet.CPC-NRP|522 154,50|83 738,00
70611200|Péages Compt.ASF|567 345,50|567 345,50
70611400|Péages Compt.SAPRR|6 955 706,50|6 955 706,50
70611500|Péages C.Banc.SAPRR|50 276 484,50|50 276 484,50
70611600|Péages Compt. ALIS|3 598 788,50|3 598 788,50
70611700|Péages C.Banc.ALIS|11 438 433,50|11 438 433,50
70611701|Péages Accréd. ALIS|4 295 551,50|4 295 551,50
70611800|Péages TLPC ASF|316 811 706,00|654 729 768,50
70611810|Péages TLPC SAPRR|70 688 517,50|27 934 497,00
70611820|Péages TLPC ALIS|15 599 113,00|20 874 012,00
70611830|Péages TLPC ARCOUR|8 590 100,50|4 396 938,50
70611840|Péages TLPC ATMB|1 652 939,50|683 083,00
70611850|Péages TLPC SANEF|13 444 469,50|9 211 009,50
70612000|Péages C.Bancaires|348 935 223,50|24 451 040 189,00
75811000|Rec.Pub.Stat.Rad.|134,00|0,00
75851200|Recettes Dvs.|0,00|3 681 322,00
76611000|Gains Change/ Péages|0,00|134,00
76711000|Produits/ Placements|0,00|8 755,00
76811000|Autr.Prod.Financiers|58 366 166,00|58 366 166,00
>PM|PIECE HR MANUELLE|14 127 373 484,50|14 127 373 484,50
23199999|cpte Technique IMMO|86 266 875,00|3 646 702,00
40111000|Fournisseurs|0,00|2 963 461,00
40810000|FAR Charges HG|23 379 900,00|23 350 000,00
42111000|Rémunérations dues|63 164 582,50|3 750 000,00
42511000|Pers:Notes de frais|0,00|7 800,00
42525100|Indemnités IJSS|0,00|80 921,00
42525300|Salaires débiteurs|32 417,00|0,00
42611000|Plan d'Epargne|101 773,00|0,00
42820000|Prov.repos comp.|97 309 354,50|0,00
42821000|Prov.Congés payés|4 000 885 973,50|0,00
42823000|Prov.CET|571 638 041,00|0,00
42841000|Prov.participat.Sal.|743 014 383,50|1 083 553 700,00
42842000|Intéressement .Sal.|149 708 416,50|225 753 390,00
43111000|URSSAF (Sté.Sle.)|38 433 877,50|325 667 573,50
43731000|PREVOYANCE COURCELLE|15 821 891,50|15 821 891,50
43741100|C.F.E.|0,00|1 477 700,00
43751000|ASSEDIC|208 676 610,50|0,00
43783000|CESU|3 983 185,00|4 925 920,00
43820000|Charges Sles.s/R.P..|45 735 395,50|0,00
43821000|Charges Sles.s/C.P.|1 880 416 456,00|0,00
43823000|Charges Sles.s/CET|272 700 265,50|0,00
43861000|Ch.à Pay.Taxe Appr.|583 193,50|0,00
43862000|Ch.à Pay.Format.Prof|20 778 436,00|0,00
43868000|Autr.Ch.Sles.à payer|262 559 350,00|266 559 350,00
44415000|Impôt s/Bénéfices|304 060 750,00|183 922 550,00
44566020|TVA DED DEBIT B&S20%|48 802,00|0,00
44566120|TVA S/ENC. B & S 20%|35 005,00|0,00
44586050|TVA//sur FAR|0,00|4 900,00
46861100|Charges à payer -|1 194 606 266,50|1 135 353 768,50
48802000|C.  attente foncier|467 979 524,50|228 452 409,50
51120100|R.C.-BNP-PAR.Kléber|60 435 570,00|0,00
51125100|C.P.-BNP-PAR.Kléber|3 788 893,00|38 713 366,00
51140100|Vir.-BNP-PAR.Kléber|783 606,50|22 916,50
51140600|Vir.-S.G. Paris|2 240 643,50|28 861 249,00
51140690|Vir.-S.G. Tours|18 234 377,00|19 866 414,50
51211100|BNP Kléber|764 420,50|0,00
51211600|Sociét.Gle.Paris|847 063,50|4 215 535,50
60621000|Carburants non stock|5 351,50|0,00
60642000|Fourniture hs.papier|8 000,00|711 786,00
61351000|Locat.véhicules|0,00|10 689,00
61515950|Nettoy. Environmnt.|0,00|14 060,50
61515960|Déchets des aires|14 060,50|0,00
61555000|Entr.VL|0,00|25 000,00
62141000|Personnel supplétif|37 875 000,00|25 875 000,00
62142000|Personnel Détaché|1 759 745,50|234 772,50
62262000|Honoraires|0,00|100 000,00
62371000|Pub.publi.relat.publ|9 791,50|0,00
62562100|Miss.:Repas-facturé|5 100,00|0,00
62562300|Miss.:Divers-facturé|17 492,00|0,00
62784200|Commis./ CESU|64 516,50|0,00
62890200|TRANS. CHGS EXTERNES|52 573 423,00|116 428 547,00
63121000|Taxe d'apprentissage|583 193,50|1 166 387,00
63381000|Forfait Social|0,00|175 000,00
64100000|SALAIRE DE BASE|34 175 529,00|43 279 636,50
64100200|TRANS. SAL. DE BASE|147 649 352,50|326 398 260,00
64114000|PROV. REPOS COMP.|0,00|97 309 354,50
64115000|INDEMNITE JRTT|15 000 000,00|15 000 000,00
64132000|PRIME EXCEPT.|0,00|500 000,00
64133000|PRIME S/OBJECTIF|143 582 500,00|136 570 000,00
64134000|13ème mois|140 610 450,00|140 610 450,00
64136000|CONGES PAYES|591 347,00|823 708,00
64137000|PROVISION CP|0,00|4 000 885 973,50
64139000|DIVERS BRUT|48 504,00|0,00
64141000|INDEM. DEP. RETRAITE|14 255 420,00|40 797 541,50
64142000|PROVISION CET|0,00|571 638 041,00
64142300|Indem.FONGECIF|94 585,50|520 730,50
64147000|ABONDEMENT PEE cash|41 708 917,50|27 985 144,50
64148000|INDEMN LICENCIEMENT|125 817 153,00|168 775 342,50
64148100|Autres indemnités|10 075 151,00|47 453 773,50
64148200|Indemnités Cats|109 374,00|109 374,00
64151000|Provision/primes|235 718 750,00|239 369 750,00
64160000|AVANTAGES EN NATURE|9 371 981,50|0,00
64170000|AVANTAGES EN NATURE|0,00|9 371 981,50
64500000|Charges URSSAF|74 186 127,50|79 797 971,00
64500200|TRANS. CHGS SOCIALES|66 206 273,50|145 749 530,00
64515000|FORFAIT SOCIAL 20%|331 864 576,50|248 410 155,50
64515100|FORFAIT SOCIAL 8 %|145 725,50|0,00
64570000|Ch.Sles./ prov.CET|0,00|272 700 265,50
64580000|Charges prov RC|0,00|45 735 395,50
64583000|Ch./indem.FONGECIF|23 164,00|205 796,00
64586000|Ch.sociales expatrié|1 477 700,00|0,00
64590000|Charges prov. CP|0,00|1 880 416 456,00
64591000|Charges prov/primes|229 504 767,50|228 386 825,00
64593000|Charges/prov depart|0,00|223 399,00
64711000|Abondement|119 498 209,50|145 578 463,00
64721000|Subv.comité entrepr.|25 798 500,00|23 350 000,00
64813100|F.P.HOTESTA|17 272,00|34 764,00
64813300|F.P.ETUSDSTA|0,00|9 791,50
64814800|F.P.DEPLSTA|10 689,00|0,00
64815000|F.P.ATTENTE|0,00|20 778 436,00
64815200|F.P.REAPEDA|711 708,50|0,00
